song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
6Jv7kjGkhY2fT4yuBF3aTz,119.38,audio_features,-5.67,1,0.0389,0.174,0.151,0.387,0.595,0.361,1.1e-05
15VRO9CQwMpbqUYA7e6Hwg,115.102,audio_features,-8.937,0,0.0832,0.257,0.42,0.483,0.753,0.425,0.000142
7qHAjAL7CpadaZLamuBZRm,129.515,audio_features,-6.041,0,0.0462,0.238,0.65,0.683,0.74,0.00228,0.0
5WhtlIoxoZrMmuaWWEQhwV,80.184,audio_features,-6.682,1,0.0296,0.0679,0.579,0.457,0.618,0.00114,0.00257
77YKoNCjP5hWqiXMRG2839,150.132,audio_features,-8.797,1,0.0282,0.152,0.355,0.543,0.423,0.295,0.0862
0trHOzAhNpGCsGBEu7dOJo,84.099,audio_features,-4.682,0,0.223,0.227,0.887,0.665,0.91,0.0394,0.0
2Pr1nZpt8A8WP7QYpyq6L3,86.813,audio_features,-13.79,1,0.0271,0.206,0.575,0.537,0.315,0.588,2.29e-05
65krtHkaYLPr0mEbjL61UP,97.107,audio_features,-11.302,0,0.028,0.0968,0.783,0.723,0.47,0.633,0.0373
3Q9t1A12iUemHTAWnH7PjD,136.746,audio_features,-9.315,1,0.028,0.179,0.962,0.759,0.723,0.173,0.0
1jMaB19DiVR8OihLSuYFOt,92.711,audio_features,-5.624,1,0.0313,0.258,0.834,0.457,0.902,2.17e-05,0.196
1wlKw9NAWVWpx7OIAyg9EA,101.069,audio_features,-5.745,0,0.0271,0.141,0.514,0.574,0.739,0.00152,0.000328
48iWbsOaBUAGzMdoSmqyg1,89.974,audio_features,-9.256,1,0.0435,0.11,0.427,0.385,0.433,0.241,7.07e-06
1kCewNSs909Xj1naXr36X8,89.994,audio_features,-11.099,1,0.0284,0.142,0.705,0.681,0.504,0.669,0.0
1aWV3uY3SIEZVbmv45oFWS,92.94,audio_features,-9.688,0,0.0402,0.0526,0.797,0.811,0.458,0.0193,1.41e-06
1muLq1kBLWIT3pmNC2xl0g,137.868,audio_features,-8.013,1,0.0735,0.427,0.643,0.772,0.695,0.00295,0.0
0qxtQ8rf3W1nId3D2r0xH4,98.801,audio_features,-14.205,1,0.0544,0.0958,0.898,0.689,0.533,0.321,7.37e-05
7G3lxTsMfSx4yarMkfgnTC,87.374,audio_features,-6.186,0,0.14,0.124,0.54,0.678,0.794,0.274,1.68e-06
5kr3j5Clb9rjEposoMyLVt,89.428,audio_features,-4.162,0,0.0378,0.0563,0.717,0.37,0.96,0.000241,0.0116
1pr9TZGOXeJUggIal1Wq3R,92.049,audio_features,-8.165,1,0.178,0.159,0.226,0.283,0.891,0.00678,0.0038
5k3U0OGYBccHdKJJu3HrUN,170.013,audio_features,-18.09,1,0.137,0.115,0.725,0.408,0.313,0.617,1.18e-05
0R8bei2Q3U688hu4XEwMq3,129.491,audio_features,-7.6,1,0.12,0.0513,0.902,0.917,0.846,0.0123,1.23e-05
3zLQtoEeXA6Lr1sNrbyYbs,174.16,audio_features,-10.368,0,0.0632,0.0936,0.836,0.658,0.525,0.516,0.0
3YKptz29AsOlm7WAVnztBh,131.745,audio_features,-7.11,0,0.0305,0.306,0.224,0.584,0.533,0.684,0.0
2ImuQo1g14CTR9hZAZD3aQ,92.035,audio_features,-10.268,0,0.134,0.112,0.58,0.804,0.443,0.0312,0.0225
6XK6Zw6JkFsHXzAcMWNiIr,119.463,audio_features,-8.797,1,0.0695,0.138,0.722,0.5,0.704,0.125,1.79e-05
7MooGz4ZPE4bNxjFegR6Jx,144.204,audio_features,-7.393,1,0.0321,0.171,0.836,0.765,0.502,0.119,0.0011
2CPturRUlpvirYr7VpkXCV,91.376,audio_features,-5.819,0,0.221,0.152,0.357,0.69,0.729,1.7e-05,0.0431
1fYypIR0kaFzaSRbzvtjl9,110.101,audio_features,-7.229,1,0.0415,0.282,0.759,0.664,0.739,0.0364,4.99e-05
1lKI9y1DL6QnYTZguVmACX,97.959,audio_features,-8.788,1,0.0344,0.0994,0.708,0.631,0.683,0.291,0.0
500Tkm3vJmVtdUwdCVxCTb,151.695,audio_features,-7.307,1,0.0603,0.126,0.876,0.629,0.867,0.0865,0.0
1r28ZDlVxz24Rmy8Sq9REY,93.742,audio_features,-14.403,1,0.0394,0.0899,0.654,0.472,0.322,0.744,0.0
3LRJbFT9rKoKv4aW7PuBJC,142.504,audio_features,-7.594,0,0.0536,0.0854,0.814,0.381,0.732,0.00834,0.0101
3NGT0Td7H4Is1qrlDQJxma,101.368,audio_features,-6.668,1,0.251,0.107,0.768,0.934,0.735,0.031,8.6e-06
6YeDjSHCDmJKgU8foiaruL,140.281,audio_features,-11.957,1,0.0565,0.312,0.688,0.646,0.204,0.826,0.0
6NGi23FFKq9tH5NR1NcTw2,142.57,audio_features,-6.278,1,0.0303,0.113,0.256,0.352,0.698,0.0353,0.0
3Ty7OTBNSigGEpeW2PqcsC,119.695,audio_features,-10.004,1,0.0361,0.0603,0.207,0.51,0.434,0.177,0.516
4YMQXzscifAREG0a7KNGhB,124.348,audio_features,-14.295,0,0.0323,0.0866,0.622,0.489,0.349,0.676,0.0789
00t7QTffOR3SA3L1BvSQVq,78.61,audio_features,-10.171,0,0.425,0.091,0.0956,0.604,0.501,0.466,9.09e-06
56SkdBKyR2zOkjk6wVFI9s,100.687,audio_features,-9.314,1,0.0255,0.07,0.925,0.643,0.726,0.000772,0.00969
6N9uyMZf9pbNOuomveWscp,86.038,audio_features,-6.515,0,0.0415,0.726,0.661,0.703,0.469,0.177,0.0
27IRo2rYeizhRMDaNVplNM,165.6,audio_features,-6.355,1,0.0346,0.102,0.793,0.562,0.742,0.0369,1.47e-06
1lh3TnDpfNBNfLfOWghNnp,102.059,audio_features,-10.392,1,0.0335,0.0791,0.925,0.762,0.654,0.481,2.8e-06
4lRrk574qIHpoEEKC1zuam,78.094,audio_features,-10.637,0,0.0308,0.0685,0.563,0.626,0.441,0.761,0.0138
4fjsOdrWMaKf70x21h5XbX,168.672,audio_features,-7.086,1,0.088,0.0887,0.353,0.295,0.977,0.00147,0.000187
2B98ljvzqpCVgt5reTHq28,125.712,audio_features,-7.937,1,0.0387,0.0791,0.267,0.445,0.671,0.165,1.56e-05
61sQYdFNS6sEBYCyr1q5gn,142.589,audio_features,-8.038,1,0.0241,0.0986,0.2,0.567,0.501,0.0995,0.0
4UJmPSJsBsIR1U0N79BU1g,145.464,audio_features,-9.652,0,0.179,0.413,0.68,0.541,0.618,0.277,4.02e-05
1FrXO0TFnw6g0ygHxhiZ3p,113.583,audio_features,-10.719,0,0.0426,0.252,0.967,0.808,0.529,0.321,0.00124
5u5aVJKjSMJr4zesMPz7bL,65.832,audio_features,-31.646,1,0.0376,0.0621,0.0397,0.335,0.00532,0.994,0.912
4PtZE0h5oyPhCtPjg3NeYQ,117.454,audio_features,-6.013,1,0.0323,0.07,0.721,0.527,0.838,0.0206,0.00062
3pRaLNL3b8x5uBOcsgvdqM,97.256,audio_features,-10.33,1,0.0318,0.176,0.0831,0.324,0.136,0.931,0.00117
00U1MDChdOTxWwtKoOoBXE,160.659,audio_features,-7.02,1,0.051,0.111,0.349,0.612,0.591,0.462,0.0
2HbmLkHkkI15eES8kpWRuI,83.778,audio_features,-9.28,0,0.0438,0.276,0.961,0.643,0.602,0.667,8.62e-05
1xIxMz1sNQ4b6svH1GuTtF,94.191,audio_features,-8.136,1,0.403,0.178,0.68,0.721,0.662,0.0888,0.0
2wmEryA2YLaFwFvA63n3O2,204.263,audio_features,-8.669,1,0.0308,0.123,0.354,0.439,0.454,0.279,0.0
2M5WTwqnkyz7bW6P1CiD6q,147.385,audio_features,-6.352,1,0.0553,0.139,0.666,0.419,0.878,0.000594,0.559
4wsQGsdf8D0Bj26cGdvreB,93.307,audio_features,-3.939,0,0.0356,0.0904,0.874,0.37,0.937,7.37e-05,0.00817
6HnZsLUDrG3HTSbh8sq2u3,81.37,audio_features,-7.066,1,0.0406,0.0822,0.276,0.174,0.781,0.0452,0.00346
7njoWVpJbAiTkyT6rKwbze,155.989,audio_features,-7.016,1,0.0345,0.329,0.896,0.593,0.775,0.168,0.0
60w5eL1G4Or7LlTSrR5r8a,140.561,audio_features,-8.554,1,0.0365,0.271,0.884,0.713,0.692,0.432,0.0
54gaPLcsCWmPUmrgpib9mS,161.796,audio_features,-13.581,0,0.0422,0.204,0.921,0.667,0.337,0.197,0.000499
4WnYuVFXe6Si4fZqkxbnvS,170.773,audio_features,-5.125,1,0.054,0.0985,0.495,0.22,0.769,0.208,0.0
3LpnzPxkMI6XS4JCbhNeek,90.264,audio_features,-7.282,1,0.045,0.372,0.0992,0.396,0.817,0.00228,0.00417
2zwmugV2IbUwKq5JgOWEpv,87.172,audio_features,-9.56,0,0.0542,0.0678,0.846,0.784,0.298,0.125,3.19e-05
2FfZg072w8RoxlMOR7M4CT,113.32,audio_features,-4.34,1,0.034,0.0157,0.846,0.637,0.856,0.0187,1.99e-05
0sqE6XPi9VAaWl5NxDyMQK,132.105,audio_features,-5.902,1,0.0572,0.294,0.352,0.32,0.835,0.00463,1.06e-06
6eB35pgMXdfhz5Z0WjwF1O,101.295,audio_features,-8.018,1,0.0612,0.0973,0.859,0.865,0.557,0.0221,0.00353
2KFg8kjYy0rYjWsXGhEQHN,91.771,audio_features,-5.697,1,0.238,0.494,0.6,0.831,0.682,0.256,0.0
2tH28YyKYOldxhuBHoI79M,95.819,audio_features,-13.413,0,0.0819,0.0775,0.584,0.793,0.386,0.597,0.31
4WUnM4KNZ0kjp0CUeoyOnS,83.207,audio_features,-9.658,0,0.0233,0.117,0.23,0.532,0.407,0.235,0.0
3pJfnBjO3kjudEchcPEDxS,126.043,audio_features,-11.197,0,0.0425,0.0992,0.699,0.487,0.553,0.209,2.81e-05
3B7FO3kJ5kv3mX7yiaB7sT,173.977,audio_features,-7.208,1,0.0285,0.154,0.192,0.368,0.505,0.367,6.63e-06
6CHENx8iqzMwavTIz8s0gm,167.278,audio_features,-6.493,1,0.0469,0.184,0.383,0.287,0.78,0.049,3.71e-05
3lGBvPUgO7MJltUnBlOpe9,96.12,audio_features,-8.435,0,0.252,0.129,0.616,0.808,0.726,0.0208,0.276
3Nf8oGn1okobzjDcFCvT6n,133.822,audio_features,-6.549,1,0.0305,0.0754,0.266,0.438,0.606,0.3,4.49e-06
551qy5vUgrUfEUc4dCNfht,108.789,audio_features,-8.43,1,0.0557,0.691,0.364,0.573,0.59,0.667,0.000397
1BkY0N8ChFk2mdLbAUu8ZK,149.724,audio_features,-14.374,1,0.0979,0.288,0.966,0.805,0.418,0.459,0.0
2LhhnqrHPWvXYveZVHLKrd,90.001,audio_features,-5.41,1,0.215,0.304,0.342,0.775,0.734,0.00138,0.0
0YkbYk24ODhuewb79zZZzM,164.491,audio_features,-4.527,1,0.0374,0.0932,0.795,0.479,0.89,0.000605,0.000345
45wneA2j0Z0WMnYNDO6Ad0,92.938,audio_features,-8.06,1,0.0317,0.115,0.903,0.706,0.727,0.0698,5.31e-06
65N3RYCN1DgfY0Zcv5k9kr,127.575,audio_features,-11.849,0,0.0284,0.0499,0.961,0.721,0.735,0.115,0.0
43kD7kP2cXd3uwBw9AoxmD,170.031,audio_features,-8.368,1,0.0384,0.058,0.903,0.424,0.589,0.558,1.1e-05
7Fm3NhbAYHvTQUhboim9FB,147.4,audio_features,-8.595,0,0.037,0.0619,0.426,0.31,0.637,0.215,0.116
2E6elGQS3KaKR7QdfzQXdP,121.683,audio_features,-9.976,1,0.0406,0.124,0.283,0.336,0.62,0.0293,0.0
5kcsc92tGAjS0uvhDY3Mok,93.953,audio_features,-10.11,1,0.0235,0.344,0.149,0.365,0.443,0.0472,1.44e-06
7pY4ul6PNtKKHCCQgYVtT7,156.88,audio_features,-7.956,1,0.0381,0.365,0.901,0.632,0.773,0.215,2.7e-05
1f2lkuLldqRzvaFjJdjGXX,143.113,audio_features,-7.984,1,0.0396,0.698,0.422,0.549,0.75,0.209,0.0
4nzyOwogJuWn1s6QuGFZ6w,186.186,audio_features,-5.247,1,0.0449,0.276,0.58,0.295,0.94,0.00021,0.00106
2hMk3VNicbCoV8I81m7Z3q,84.012,audio_features,-8.572,0,0.0271,0.323,0.434,0.589,0.532,0.155,0.0903
2bXI4Rbw1D7aVeHWLjn1Lb,93.725,audio_features,-5.325,0,0.3,0.0901,0.305,0.841,0.738,0.102,0.0235
34nxgXFCPzDphUJGuRsn10,121.855,audio_features,-15.677,0,0.0926,0.1,0.372,0.699,0.417,0.268,0.0
5DTOOkooKFUvWj1XQTFa09,94.268,audio_features,-10.674,1,0.0314,0.246,0.432,0.232,0.216,0.936,4.93e-06
3sgHiiSR5V8V97FiQtne0u,136.456,audio_features,-5.704,1,0.0952,0.0682,0.96,0.871,0.798,0.131,1.2e-06
6sM2l0nxPaYvELuhzIMnoI,73.923,audio_features,-13.206,1,0.0295,0.0924,0.168,0.54,0.383,0.49,0.000759
0HU5JnVaKNTWf6GykV9Zn8,83.789,audio_features,-16.112,1,0.0406,0.296,0.568,0.402,0.391,0.0634,0.0
6Hd8mrDwBQ8rLo70FwFG5C,96.812,audio_features,-9.262,1,0.0308,0.0291,0.896,0.711,0.663,0.26,1.23e-06
3QRM0qZB7oMYavveH0iEqx,100.36,audio_features,-8.598,0,0.221,0.203,0.436,0.889,0.454,0.0141,0.000186
4YS5ECd4qRZSA8NHqHiWD4,138.322,audio_features,-7.9,1,0.0457,0.366,0.757,0.771,0.675,0.229,0.0
11gSQLPiqjikM2Dyg0EdUZ,111.728,audio_features,-9.345,1,0.0432,0.0936,0.967,0.773,0.502,0.402,0.0
1sFWEpf1aPYN576LS1aa4Y,174.903,audio_features,-11.667,1,0.0343,0.113,0.236,0.172,0.363,0.812,0.0
6DPrhGVJ1WTZvM9fKptnGe,92.428,audio_features,-4.964,1,0.318,0.189,0.618,0.708,0.832,0.02,2.8e-06
5fMwvrqujbQjUxcNPcYrUF,115.107,audio_features,-5.792,1,0.0287,0.188,0.444,0.633,0.823,0.0516,0.000496
3F3R4uyTMkX9jRCEVVmdz6,101.889,audio_features,-10.195,0,0.266,0.16,0.224,0.835,0.456,0.38,0.00359
3ezGIgTmk2BZy9C3j0x1h9,93.669,audio_features,-9.756,0,0.0868,0.246,0.227,0.277,0.744,0.00681,0.00466
2RChe0r2cMoyOvuKobZy44,140.795,audio_features,-5.558,1,0.0312,0.0778,0.327,0.383,0.659,0.117,0.0
6CU0zWIWVTEnmWpSjVHM93,94.028,audio_features,-9.985,1,0.0412,0.111,0.492,0.623,0.669,0.211,3.2e-06
6PBzdsMi6YNdYAevzozBRi,76.786,audio_features,-5.381,0,0.0306,0.0682,0.325,0.469,0.625,0.00515,2.03e-05
33rsCCLHklTQav9klbpnAi,171.919,audio_features,-7.582,0,0.476,0.136,0.399,0.596,0.791,0.345,1.42e-05
57IEs29xqMQaAkjQ8iQuI0,127.141,audio_features,-11.661,1,0.0292,0.0795,0.767,0.758,0.655,0.0379,0.0
6IEIPevuDocD80PovsX6kN,125.607,audio_features,-7.337,1,0.0254,0.0752,0.612,0.673,0.679,0.0875,0.0
5E8yddtSG3sH4hw2SfwcgW,78.46,audio_features,-19.31,1,0.0538,0.57,0.473,0.306,0.132,0.787,0.0
3P2XAL8UpPBM3nfvuEjHHE,78.801,audio_features,-10.352,1,0.0322,0.794,0.305,0.528,0.362,0.193,0.0
7glKwbR1DyuIuE6XvZvJbQ,146.977,audio_features,-27.109,0,0.0409,0.107,0.0602,0.159,0.071,0.911,0.856
6olS0TmHmsGr0hXtcBsiVM,202.777,audio_features,-4.86,0,0.0401,0.16,0.255,0.272,0.747,0.000393,4.03e-05
710B9xFjNOisQtKtppZE9p,93.614,audio_features,-8.885,1,0.0611,0.106,0.416,0.348,0.7,0.0397,0.00228
3yNVfRQlUPViUh8O2V9SQn,85.308,audio_features,-9.004,1,0.21,0.318,0.837,0.862,0.663,0.12,0.0
6btlotyCLtZUlZogXYSLCy,162.156,audio_features,-7.753,0,0.032,0.126,0.961,0.549,0.779,0.485,2.91e-05
49t1GWE6ZiEoBgN92oMDdM,204.824,audio_features,-7.159,1,0.0324,0.102,0.365,0.245,0.542,0.147,4.05e-06
4tReFKumS5bcFahdXDiM1b,99.817,audio_features,-7.873,1,0.0378,0.0679,0.968,0.738,0.792,0.309,0.39
2rkVoKVEMuct8SmEIGKzBw,140.069,audio_features,-6.725,0,0.0328,0.0516,0.486,0.67,0.468,0.325,0.0
7C04W8ooqQD3vWKUSzeYnz,110.823,audio_features,-12.218,1,0.033,0.101,0.179,0.325,0.143,0.469,0.000221
0vQPY1VCcvZa2Mm6QM63Le,132.782,audio_features,-7.634,0,0.0402,0.0789,0.796,0.568,0.826,0.00082,8.56e-06
7wIaLkbQzG6HMnE28etnif,85.523,audio_features,-7.103,1,0.0233,0.147,0.266,0.628,0.496,0.242,1.2e-05
6kYTywTCfycHZcH0WdLyRy,81.93,audio_features,-7.427,1,0.359,0.713,0.726,0.88,0.818,0.0353,0.0
21REQ1bCUWphT2QK3bLWYQ,97.978,audio_features,-7.924,1,0.164,0.301,0.549,0.692,0.799,0.388,0.0
1RXEb6UTxJ05RffnAWfUOE,93.071,audio_features,-6.304,1,0.246,0.425,0.578,0.857,0.764,0.0398,0.0
4tXR895KKljrC2VptgyEhJ,100.848,audio_features,-10.201,1,0.0511,0.183,0.964,0.718,0.809,0.0893,0.0
2BjUvisO4UVAtTHs4lYiqu,125.373,audio_features,-6.484,1,0.0286,0.0791,0.57,0.711,0.686,0.176,1.96e-05
7MYmo0JJJDmu4MZTSAF9y3,116.654,audio_features,-8.225,1,0.0353,0.115,0.18,0.631,0.516,0.413,0.0
7ouW02587AzIaGnK0gh8St,67.855,audio_features,-34.559,1,0.0455,0.0985,0.133,0.387,0.00906,0.996,0.889
6oiKbZIaQ8A0Rnsq9jMJ1E,134.045,audio_features,-9.107,1,0.0313,0.102,0.964,0.606,0.402,0.671,0.0
20dt11ZTAtjsfcNJLP9u30,112.588,audio_features,-9.365,1,0.0261,0.105,0.507,0.613,0.716,0.0836,0.000381
2le9fblYnfoLr9dkZIsJUa,147.518,audio_features,-7.269,0,0.0699,0.207,0.776,0.651,0.747,0.0528,0.0
5WEK4szbQp9c7ZK6LkYd9k,78.079,audio_features,-12.912,1,0.0264,0.143,0.0486,0.583,0.276,0.47,0.0
1lo9k4PrxFd5Np4cAxXoKo,79.833,audio_features,-18.148,1,0.04,0.121,0.0826,0.49,0.158,0.773,0.0227
7f5dRZ6W2Si4SoPLQxNHbm,95.023,audio_features,-9.615,1,0.0586,0.0596,0.221,0.712,0.516,0.0314,0.15
1N0UflnZhn7xOkrN2l8zxx,105.1,audio_features,-5.741,1,0.0385,0.152,0.238,0.387,0.875,0.0373,0.0
6vTtCOimcPs5H1Jr9d0Aep,94.085,audio_features,-6.68,0,0.0406,0.264,0.55,0.698,0.633,0.0508,0.272
5y9ivD2g37FSCEJpfhG7d5,124.375,audio_features,-6.705,1,0.0647,0.14,0.366,0.451,0.907,0.0109,0.000338
5SAEMjVQbmin3g7b0RG6me,95.402,audio_features,-6.271,1,0.0423,0.114,0.585,0.504,0.856,0.000748,0.359
0ye53FFhP3oRFuaz5Ubcop,121.891,audio_features,-7.107,1,0.0294,0.158,0.868,0.623,0.775,0.204,0.0
15gU2OepIEbeNTBbes6pIF,118.557,audio_features,-9.767,1,0.0268,0.0639,0.67,0.724,0.55,0.141,4.55e-06
4ZcjNfK9Df94vbT43Gm8dt,79.591,audio_features,-7.564,0,0.0451,0.016,0.853,0.709,0.561,0.328,2.89e-06
5tFzUj1jV09bo4wBQWSbDl,148.08,audio_features,-7.581,1,0.0791,0.106,0.383,0.354,0.73,0.0251,0.0
78YJJJH55MSyk7547100sW,133.248,audio_features,-6.051,1,0.0555,0.0903,0.305,0.472,0.752,0.000164,0.181
0y5CnV2idm2KkQEudDjfDT,86.922,audio_features,-5.045,1,0.038,0.233,0.523,0.539,0.827,0.0254,0.000425
0TQp3SpfrkWtGCyJJgMbHW,170.925,audio_features,-7.974,1,0.0975,0.204,0.948,0.669,0.737,0.0289,0.0
6fyfrrqJe9XOlNNgxHwJ3h,104.466,audio_features,-8.798,1,0.231,0.379,0.236,0.8,0.788,0.0149,0.000448
7iyjZ4paFWpTrJJenM0yZb,94.875,audio_features,-10.3,1,0.214,0.0894,0.667,0.796,0.431,0.171,0.00811
02UTfbvmbs1HbYEpCUrU8E,74.935,audio_features,-8.332,1,0.0288,0.129,0.765,0.677,0.522,0.0421,0.000209
7kVrQ79jg4nd1r6H9CrmIk,87.762,audio_features,-6.5,0,0.0951,0.147,0.439,0.49,0.844,0.0224,2.85e-05
64SIlhd3BaHCCMSfajXG7l,127.988,audio_features,-4.235,0,0.0354,0.221,0.189,0.546,0.867,0.0256,0.000229
7CI0VS6ETno5mgHi4PoCrY,116.066,audio_features,-9.921,1,0.0286,0.122,0.28,0.314,0.37,0.781,0.139
7ytES33eLYS9WaZLKqWfYM,150.877,audio_features,-8.013,0,0.0562,0.0825,0.357,0.522,0.641,0.117,0.0
28c4nfBHdb3xviamRCEsIe,131.5,audio_features,-8.355,1,0.0516,0.0727,0.854,0.34,0.804,0.00331,0.0191
4qAknKWl2aMvWn4r1nzWAa,91.191,audio_features,-6.667,0,0.0412,0.915,0.794,0.636,0.672,0.573,0.0
0INtJm8gCJKtNaAYQNVlpZ,80.962,audio_features,-10.728,1,0.221,0.344,0.653,0.811,0.428,0.0122,0.317
4GbrVanmGCPZm7oSDNZ93G,138.919,audio_features,-7.574,0,0.0396,0.269,0.654,0.467,0.56,0.416,0.0
7ubA4Si5rEOXQiGMJh1ZQA,83.868,audio_features,-12.576,0,0.0274,0.369,0.592,0.57,0.351,0.228,0.00756
4nrNEbfKx82rBT4c3tBTJd,120.584,audio_features,-3.59,1,0.0437,0.273,0.976,0.935,0.767,0.252,0.0
7bJSiwLFnhoO7g83bWkCtA,98.892,audio_features,-11.684,1,0.026,0.112,0.367,0.658,0.374,0.721,1.28e-05
2F4FNcz68howQWD4zaGJSi,121.199,audio_features,-9.383,1,0.0348,0.204,0.804,0.321,0.474,0.743,0.0
5QZYMNM2RS6XFFNDCYQFLF,144.787,audio_features,-12.741,1,0.0294,0.231,0.293,0.515,0.438,0.135,0.000133
1k1kg1xFTxodz5bhh1WIG3,106.583,audio_features,-9.504,1,0.0347,0.151,0.974,0.618,0.407,0.582,0.0
0BFXtfNDEYp9AkCIQIaa2J,62.44,audio_features,-38.718,1,0.0535,0.0571,0.0896,0.45,0.00251,0.995,0.926
3VffiMehjhfqo7XZ5zGpCP,117.644,audio_features,-6.177,1,0.0302,0.172,0.93,0.708,0.852,0.0761,0.0
0I5mUa3CZPcsrWwlUmTWkV,94.048,audio_features,-9.297,1,0.0512,0.124,0.234,0.572,0.324,0.737,0.0
6UuVONmxXwTKN1ISepuAoQ,182.704,audio_features,-5.252,0,0.0288,0.221,0.282,0.441,0.563,0.0981,9.78e-05
3TZuUaGjEtyAiUM9iM89ff,80.482,audio_features,-6.909,1,0.17,0.065,0.301,0.458,0.787,0.0101,8.76e-05
4tBl1xhBg5PETpBvFnQmGl,110.809,audio_features,-9.822,0,0.0305,0.166,0.643,0.472,0.735,0.00596,0.00124
2PRsh2LNPxoxC9OnErnelg,91.925,audio_features,-6.638,0,0.166,0.173,0.652,0.766,0.793,0.0303,8.09e-06
6yu913P5J0mUmbX4ZDofEv,119.673,audio_features,-4.68,1,0.05,0.0682,0.636,0.639,0.942,0.12,0.000445
5X82VFLvjpeWQlTSShqqj0,92.894,audio_features,-8.504,1,0.0763,0.252,0.685,0.682,0.739,0.129,0.0
6KIS5YIZAyeiFNx1aE1OhY,107.767,audio_features,-5.76,1,0.0301,0.071,0.964,0.846,0.703,0.147,1.21e-05
0YwUJOHKYxlm5gVfIkl8Ym,179.825,audio_features,-6.631,0,0.0347,0.0563,0.557,0.696,0.49,0.155,0.000351
7a014uMHF3nlqzXCxV551C,135.624,audio_features,-6.501,1,0.0274,0.0898,0.559,0.476,0.556,0.125,0.0117
3KZVWVH4epY2JGaqRs8bqg,111.82,audio_features,-6.613,1,0.0446,0.185,0.478,0.495,0.84,0.13,0.00151
6dW75XbJ1WAMljOXWjTK46,189.243,audio_features,-8.957,0,0.0331,0.191,0.364,0.52,0.449,0.205,0.000687
